"Estado","Ano","Tipo","Mes","value"
"Queretaro","2003","Hombres","Abr",263
"QuintanaRoo","2003","Hombres","Abr",3
"SanLuisPotosi","2003","Hombres","Abr",18
"Sinaloa","2003","Hombres","Abr",207
"Sonora","2003","Hombres","Abr",326
"Tabasco","2003","Hombres","Abr",2
"Tamaulipas","2003","Hombres","Abr",30
"Tlaxcala","2003","Hombres","Abr",3
"Veracruz","2003","Hombres","Abr",17
"Yucatan","2003","Hombres","Abr",1
"Zacatecas","2003","Hombres","Abr",161
"Total","2003","Hombres","Abr",13746
"Aguascalientes","2004","Hombres","Abr",246
"BajaCalifornia","2004","Hombres","Abr",3
"BajaCaliforniaSur","2004","Hombres","Abr",6
"Campeche","2004","Hombres","Abr",2
"Coahuila","2004","Hombres","Abr",1
"Colima","2004","Hombres","Abr",401
"Chiapas","2004","Hombres","Abr",10
"Chihuahua","2004","Hombres","Abr",5
"DistritoFederal","2004","Hombres","Abr",14
"Durango","2004","Hombres","Abr",186
"Guanajuato","2004","Hombres","Abr",1368
"Guerrero","2004","Hombres","Abr",1054
"Hidalgo","2004","Hombres","Abr",15
"Jalisco","2004","Hombres","Abr",2273
"Mexico","2004","Hombres","Abr",278
"Michoacan","2004","Hombres","Abr",913
"Morelos","2004","Hombres","Abr",1388
"Nayarit","2004","Hombres","Abr",448
"NuevoLeon","2004","Hombres","Abr",4
"Oaxaca","2004","Hombres","Abr",151
"Puebla","2004","Hombres","Abr",734
"Queretaro","2004","Hombres","Abr",168
"QuintanaRoo","2004","Hombres","Abr",4
"SanLuisPotosi","2004","Hombres","Abr",18
"Sinaloa","2004","Hombres","Abr",206
"Sonora","2004","Hombres","Abr",127
"Tabasco","2004","Hombres","Abr",0
"Tamaulipas","2004","Hombres","Abr",10
"Tlaxcala","2004","Hombres","Abr",1
"Veracruz","2004","Hombres","Abr",3
"Yucatan","2004","Hombres","Abr",1
"Zacatecas","2004","Hombres","Abr",118
"Total","2004","Hombres","Abr",10156
"Aguascalientes","2005","Hombres","Abr",97
"BajaCalifornia","2005","Hombres","Abr",1
"BajaCaliforniaSur","2005","Hombres","Abr",1
"Campeche","2005","Hombres","Abr",2
"Coahuila","2005","Hombres","Abr",1
"Colima","2005","Hombres","Abr",377
"Chiapas","2005","Hombres","Abr",9
"Chihuahua","2005","Hombres","Abr",11
"DistritoFederal","2005","Hombres","Abr",12
"Durango","2005","Hombres","Abr",267
"Guanajuato","2005","Hombres","Abr",1573
"Guerrero","2005","Hombres","Abr",1314
"Hidalgo","2005","Hombres","Abr",8
"Jalisco","2005","Hombres","Abr",2408
"Mexico","2005","Hombres","Abr",294
"Michoacan","2005","Hombres","Abr",1143
"Morelos","2005","Hombres","Abr",1615
"Nayarit","2005","Hombres","Abr",495
"NuevoLeon","2005","Hombres","Abr",4
"Oaxaca","2005","Hombres","Abr",200
"Puebla","2005","Hombres","Abr",863
"Queretaro","2005","Hombres","Abr",168
"QuintanaRoo","2005","Hombres","Abr",3
"SanLuisPotosi","2005","Hombres","Abr",7
"Sinaloa","2005","Hombres","Abr",177
"Sonora","2005","Hombres","Abr",159
"Tabasco","2005","Hombres","Abr",1
"Tamaulipas","2005","Hombres","Abr",16
"Tlaxcala","2005","Hombres","Abr",0
"Veracruz","2005","Hombres","Abr",10
"Yucatan","2005","Hombres","Abr",0
"Zacatecas","2005","Hombres","Abr",134
"Total","2005","Hombres","Abr",11370
"Aguascalientes","2006","Hombres","Abr",161
"BajaCalifornia","2006","Hombres","Abr",3
"BajaCaliforniaSur","2006","Hombres","Abr",7
"Campeche","2006","Hombres","Abr",0
"Coahuila","2006","Hombres","Abr",3
"Colima","2006","Hombres","Abr",396
"Chiapas","2006","Hombres","Abr",6
"Chihuahua","2006","Hombres","Abr",13
"DistritoFederal","2006","Hombres","Abr",16
"Durango","2006","Hombres","Abr",300
"Guanajuato","2006","Hombres","Abr",2015
"Guerrero","2006","Hombres","Abr",1638
"Hidalgo","2006","Hombres","Abr",9
"Jalisco","2006","Hombres","Abr",3051
"Mexico","2006","Hombres","Abr",272
"Michoacan","2006","Hombres","Abr",1422
"Morelos","2006","Hombres","Abr",1550
"Nayarit","2006","Hombres","Abr",491
"NuevoLeon","2006","Hombres","Abr",18
"Oaxaca","2006","Hombres","Abr",265
"Puebla","2006","Hombres","Abr",876
"Queretaro","2006","Hombres","Abr",188
"QuintanaRoo","2006","Hombres","Abr",5
"SanLuisPotosi","2006","Hombres","Abr",11
"Sinaloa","2006","Hombres","Abr",163
"Sonora","2006","Hombres","Abr",142
"Tabasco","2006","Hombres","Abr",2
"Tamaulipas","2006","Hombres","Abr",14
"Tlaxcala","2006","Hombres","Abr",2
"Veracruz","2006","Hombres","Abr",12
"Yucatan","2006","Hombres","Abr",3
"Zacatecas","2006","Hombres","Abr",230
"Total","2006","Hombres","Abr",13284
"Aguascalientes","2007","Hombres","Abr",118
"BajaCalifornia","2007","Hombres","Abr",3
"BajaCaliforniaSur","2007","Hombres","Abr",1
"Campeche","2007","Hombres","Abr",0
"Coahuila","2007","Hombres","Abr",7
"Colima","2007","Hombres","Abr",365
"Chiapas","2007","Hombres","Abr",14
"Chihuahua","2007","Hombres","Abr",12
"DistritoFederal","2007","Hombres","Abr",21
"Durango","2007","Hombres","Abr",357
"Guanajuato","2007","Hombres","Abr",2404
"Guerrero","2007","Hombres","Abr",1840
"Hidalgo","2007","Hombres","Abr",7
"Jalisco","2007","Hombres","Abr",3231
"Mexico","2007","Hombres","Abr",353
"Michoacan","2007","Hombres","Abr",1311
"Morelos","2007","Hombres","Abr",2251
"Nayarit","2007","Hombres","Abr",700
"NuevoLeon","2007","Hombres","Abr",6
"Oaxaca","2007","Hombres","Abr",302
"Puebla","2007","Hombres","Abr",901
"Queretaro","2007","Hombres","Abr",233
"QuintanaRoo","2007","Hombres","Abr",3
"SanLuisPotosi","2007","Hombres","Abr",11
"Sinaloa","2007","Hombres","Abr",200
"Sonora","2007","Hombres","Abr",165
"Tabasco","2007","Hombres","Abr",0
"Tamaulipas","2007","Hombres","Abr",18
"Tlaxcala","2007","Hombres","Abr",1
"Veracruz","2007","Hombres","Abr",12
"Yucatan","2007","Hombres","Abr",2
"Zacatecas","2007","Hombres","Abr",230
"Total","2007","Hombres","Abr",15079
"Aguascalientes","2008","Hombres","Abr",141
"BajaCalifornia","2008","Hombres","Abr",6
"BajaCaliforniaSur","2008","Hombres","Abr",6
"Campeche","2008","Hombres","Abr",4
"Coahuila","2008","Hombres","Abr",4
"Colima","2008","Hombres","Abr",490
"Chiapas","2008","Hombres","Abr",16
"Chihuahua","2008","Hombres","Abr",16
"DistritoFederal","2008","Hombres","Abr",26
"Durango","2008","Hombres","Abr",292
"Guanajuato","2008","Hombres","Abr",2161
"Guerrero","2008","Hombres","Abr",1812
"Hidalgo","2008","Hombres","Abr",11
"Jalisco","2008","Hombres","Abr",3226
"Mexico","2008","Hombres","Abr",364
"Michoacan","2008","Hombres","Abr",1518
"Morelos","2008","Hombres","Abr",2104
"Nayarit","2008","Hombres","Abr",647
"NuevoLeon","2008","Hombres","Abr",9
"Oaxaca","2008","Hombres","Abr",329
"Puebla","2008","Hombres","Abr",965
"Queretaro","2008","Hombres","Abr",255
"QuintanaRoo","2008","Hombres","Abr",7
"SanLuisPotosi","2008","Hombres","Abr",11
"Sinaloa","2008","Hombres","Abr",210
"Sonora","2008","Hombres","Abr",142
"Tabasco","2008","Hombres","Abr",1
"Tamaulipas","2008","Hombres","Abr",17
"Tlaxcala","2008","Hombres","Abr",1
"Veracruz","2008","Hombres","Abr",13
"Yucatan","2008","Hombres","Abr",6
"Zacatecas","2008","Hombres","Abr",202
"Total","2008","Hombres","Abr",15012
"Aguascalientes","2009","Hombres","Abr",80
"BajaCalifornia","2009","Hombres","Abr",5
"BajaCaliforniaSur","2009","Hombres","Abr",3
"Campeche","2009","Hombres","Abr",1
"Coahuila","2009","Hombres","Abr",9
"Colima","2009","Hombres","Abr",361
"Chiapas","2009","Hombres","Abr",6
"Chihuahua","2009","Hombres","Abr",10
"DistritoFederal","2009","Hombres","Abr",16
"Durango","2009","Hombres","Abr",266
"Guanajuato","2009","Hombres","Abr",1210
"Guerrero","2009","Hombres","Abr",1631
"Hidalgo","2009","Hombres","Abr",10
"Jalisco","2009","Hombres","Abr",2688
"Mexico","2009","Hombres","Abr",391
"Michoacan","2009","Hombres","Abr",1200
"Morelos","2009","Hombres","Abr",1701
"Nayarit","2009","Hombres","Abr",509
"NuevoLeon","2009","Hombres","Abr",6
"Oaxaca","2009","Hombres","Abr",243
"Puebla","2009","Hombres","Abr",791
"Queretaro","2009","Hombres","Abr",183
"QuintanaRoo","2009","Hombres","Abr",1
"SanLuisPotosi","2009","Hombres","Abr",21
"Sinaloa","2009","Hombres","Abr",237
"Sonora","2009","Hombres","Abr",114
"Tabasco","2009","Hombres","Abr",3
"Tamaulipas","2009","Hombres","Abr",7
"Tlaxcala","2009","Hombres","Abr",4
"Veracruz","2009","Hombres","Abr",7
"Yucatan","2009","Hombres","Abr",1
"Zacatecas","2009","Hombres","Abr",157
"Total","2009","Hombres","Abr",11872
"Aguascalientes","2010","Hombres","Abr",91
"BajaCalifornia","2010","Hombres","Abr",11
"BajaCaliforniaSur","2010","Hombres","Abr",1
"Campeche","2010","Hombres","Abr",2
"Coahuila","2010","Hombres","Abr",13
"Colima","2010","Hombres","Abr",434
"Chiapas","2010","Hombres","Abr",11
"Chihuahua","2010","Hombres","Abr",6
"DistritoFederal","2010","Hombres","Abr",19
"Durango","2010","Hombres","Abr",256
"Guanajuato","2010","Hombres","Abr",1518
"Guerrero","2010","Hombres","Abr",1826
"Hidalgo","2010","Hombres","Abr",4
"Jalisco","2010","Hombres","Abr",2327
"Mexico","2010","Hombres","Abr",341
"Michoacan","2010","Hombres","Abr",1362
"Morelos","2010","Hombres","Abr",1612
"Nayarit","2010","Hombres","Abr",477
"NuevoLeon","2010","Hombres","Abr",6
"Oaxaca","2010","Hombres","Abr",221
"Puebla","2010","Hombres","Abr",785
"Queretaro","2010","Hombres","Abr",185
"QuintanaRoo","2010","Hombres","Abr",5
"SanLuisPotosi","2010","Hombres","Abr",8
"Sinaloa","2010","Hombres","Abr",248
"Sonora","2010","Hombres","Abr",109
"Tabasco","2010","Hombres","Abr",1
"Tamaulipas","2010","Hombres","Abr",10
"Tlaxcala","2010","Hombres","Abr",4
"Veracruz","2010","Hombres","Abr",6
"Yucatan","2010","Hombres","Abr",6
"Zacatecas","2010","Hombres","Abr",161
"Total","2010","Hombres","Abr",12066
"Aguascalientes","2011","Hombres","Abr",104
"BajaCalifornia","2011","Hombres","Abr",3
"BajaCaliforniaSur","2011","Hombres","Abr",2
"Campeche","2011","Hombres","Abr",7
"Coahuila","2011","Hombres","Abr",8
"Colima","2011","Hombres","Abr",430
"Chiapas","2011","Hombres","Abr",6
"Chihuahua","2011","Hombres","Abr",9
"DistritoFederal","2011","Hombres","Abr",20
"Durango","2011","Hombres","Abr",387
"Guanajuato","2011","Hombres","Abr",1858
"Guerrero","2011","Hombres","Abr",1839
"Hidalgo","2011","Hombres","Abr",4
"Jalisco","2011","Hombres","Abr",2545
"Mexico","2011","Hombres","Abr",401
"Michoacan","2011","Hombres","Abr",1354
"Morelos","2011","Hombres","Abr",1979
"Nayarit","2011","Hombres","Abr",403
"NuevoLeon","2011","Hombres","Abr",6
"Oaxaca","2011","Hombres","Abr",221
"Puebla","2011","Hombres","Abr",728
"Queretaro","2011","Hombres","Abr",300
"QuintanaRoo","2011","Hombres","Abr",15
"SanLuisPotosi","2011","Hombres","Abr",10
"Sinaloa","2011","Hombres","Abr",222
"Sonora","2011","Hombres","Abr",160
"Tabasco","2011","Hombres","Abr",4
"Tamaulipas","2011","Hombres","Abr",11
"Tlaxcala","2011","Hombres","Abr",0
"Veracruz","2011","Hombres","Abr",13
"Yucatan","2011","Hombres","Abr",1
"Zacatecas","2011","Hombres","Abr",216
"Total","2011","Hombres","Abr",13266
"Aguascalientes","2012","Hombres","Abr",109
"BajaCalifornia","2012","Hombres","Abr",1
"BajaCaliforniaSur","2012","Hombres","Abr",3
"Campeche","2012","Hombres","Abr",0
"Coahuila","2012","Hombres","Abr",7
"Colima","2012","Hombres","Abr",338
"Chiapas","2012","Hombres","Abr",5
"Chihuahua","2012","Hombres","Abr",22
"DistritoFederal","2012","Hombres","Abr",12
"Durango","2012","Hombres","Abr",357
"Guanajuato","2012","Hombres","Abr",1929
"Guerrero","2012","Hombres","Abr",1927
"Hidalgo","2012","Hombres","Abr",6
"Jalisco","2012","Hombres","Abr",2356
"Mexico","2012","Hombres","Abr",474
"Michoacan","2012","Hombres","Abr",1349
"Morelos","2012","Hombres","Abr",1553
"Nayarit","2012","Hombres","Abr",544
"NuevoLeon","2012","Hombres","Abr",10
"Oaxaca","2012","Hombres","Abr",203
"Puebla","2012","Hombres","Abr",750
"Queretaro","2012","Hombres","Abr",260
"QuintanaRoo","2012","Hombres","Abr",4
"SanLuisPotosi","2012","Hombres","Abr",16
"Sinaloa","2012","Hombres","Abr",226
"Sonora","2012","Hombres","Abr",176
"Tabasco","2012","Hombres","Abr",1
"Tamaulipas","2012","Hombres","Abr",18
"Tlaxcala","2012","Hombres","Abr",1
"Veracruz","2012","Hombres","Abr",12
"Yucatan","2012","Hombres","Abr",1
"Zacatecas","2012","Hombres","Abr",143
"Total","2012","Hombres","Abr",12813
"Aguascalientes","2013","Hombres","Abr",98
"BajaCalifornia","2013","Hombres","Abr",2
"BajaCaliforniaSur","2013","Hombres","Abr",2
"Campeche","2013","Hombres","Abr",2
"Coahuila","2013","Hombres","Abr",5
"Colima","2013","Hombres","Abr",413
"Chiapas","2013","Hombres","Abr",14
"Chihuahua","2013","Hombres","Abr",8
"DistritoFederal","2013","Hombres","Abr",28
"Durango","2013","Hombres","Abr",424
"Guanajuato","2013","Hombres","Abr",1787
"Guerrero","2013","Hombres","Abr",2119
"Hidalgo","2013","Hombres","Abr",11
"Jalisco","2013","Hombres","Abr",2515
"Mexico","2013","Hombres","Abr",433
"Michoacan","2013","Hombres","Abr",1373
"Morelos","2013","Hombres","Abr",1693
"Nayarit","2013","Hombres","Abr",531
"NuevoLeon","2013","Hombres","Abr",8
"Oaxaca","2013","Hombres","Abr",217
"Puebla","2013","Hombres","Abr",626
"Queretaro","2013","Hombres","Abr",239
"QuintanaRoo","2013","Hombres","Abr",2
"SanLuisPotosi","2013","Hombres","Abr",10
"Sinaloa","2013","Hombres","Abr",196
"Sonora","2013","Hombres","Abr",144
"Tabasco","2013","Hombres","Abr",3
"Tamaulipas","2013","Hombres","Abr",22
"Tlaxcala","2013","Hombres","Abr",1
"Veracruz","2013","Hombres","Abr",15
"Yucatan","2013","Hombres","Abr",4
"Zacatecas","2013","Hombres","Abr",177
"Total","2013","Hombres","Abr",13122
"Aguascalientes","2003","Mujeres","Abr",115
"BajaCalifornia","2003","Mujeres","Abr",1
"BajaCaliforniaSur","2003","Mujeres","Abr",3
"Campeche","2003","Mujeres","Abr",5
"Coahuila","2003","Mujeres","Abr",4
"Colima","2003","Mujeres","Abr",400
"Chiapas","2003","Mujeres","Abr",14
"Chihuahua","2003","Mujeres","Abr",13
"DistritoFederal","2003","Mujeres","Abr",17
"Durango","2003","Mujeres","Abr",299
"Guanajuato","2003","Mujeres","Abr",2364
"Guerrero","2003","Mujeres","Abr",1090
"Hidalgo","2003","Mujeres","Abr",16
"Jalisco","2003","Mujeres","Abr",3127
"Mexico","2003","Mujeres","Abr",299
"Michoacan","2003","Mujeres","Abr",1679
"Morelos","2003","Mujeres","Abr",2300
"Nayarit","2003","Mujeres","Abr",648
"NuevoLeon","2003","Mujeres","Abr",29
"Oaxaca","2003","Mujeres","Abr",329
"Puebla","2003","Mujeres","Abr",1069
"Queretaro","2003","Mujeres","Abr",305
"QuintanaRoo","2003","Mujeres","Abr",8
"SanLuisPotosi","2003","Mujeres","Abr",18
"Sinaloa","2003","Mujeres","Abr",263
"Sonora","2003","Mujeres","Abr",480
"Tabasco","2003","Mujeres","Abr",3
"Tamaulipas","2003","Mujeres","Abr",12
"Tlaxcala","2003","Mujeres","Abr",2
"Veracruz","2003","Mujeres","Abr",13
"Yucatan","2003","Mujeres","Abr",2
"Zacatecas","2003","Mujeres","Abr",182
"Total","2003","Mujeres","Abr",15109
"Aguascalientes","2004","Mujeres","Abr",71
"BajaCalifornia","2004","Mujeres","Abr",3
"BajaCaliforniaSur","2004","Mujeres","Abr",4
"Campeche","2004","Mujeres","Abr",2
"Coahuila","2004","Mujeres","Abr",1
"Colima","2004","Mujeres","Abr",394
"Chiapas","2004","Mujeres","Abr",10
"Chihuahua","2004","Mujeres","Abr",11
"DistritoFederal","2004","Mujeres","Abr",17
"Durango","2004","Mujeres","Abr",227
"Guanajuato","2004","Mujeres","Abr",1579
"Guerrero","2004","Mujeres","Abr",1100
"Hidalgo","2004","Mujeres","Abr",16
"Jalisco","2004","Mujeres","Abr",2647
"Mexico","2004","Mujeres","Abr",249
"Michoacan","2004","Mujeres","Abr",1068
"Morelos","2004","Mujeres","Abr",1399
"Nayarit","2004","Mujeres","Abr",448
"NuevoLeon","2004","Mujeres","Abr",59
"Oaxaca","2004","Mujeres","Abr",194
"Puebla","2004","Mujeres","Abr",816
"Queretaro","2004","Mujeres","Abr",178
"QuintanaRoo","2004","Mujeres","Abr",5
"SanLuisPotosi","2004","Mujeres","Abr",17
"Sinaloa","2004","Mujeres","Abr",222
"Sonora","2004","Mujeres","Abr",184
"Tabasco","2004","Mujeres","Abr",1
"Tamaulipas","2004","Mujeres","Abr",18
"Tlaxcala","2004","Mujeres","Abr",2
"Veracruz","2004","Mujeres","Abr",19
"Yucatan","2004","Mujeres","Abr",3
"Zacatecas","2004","Mujeres","Abr",122
"Total","2004","Mujeres","Abr",11086
"Aguascalientes","2005","Mujeres","Abr",109
"BajaCalifornia","2005","Mujeres","Abr",7
"BajaCaliforniaSur","2005","Mujeres","Abr",3
"Campeche","2005","Mujeres","Abr",1
"Coahuila","2005","Mujeres","Abr",4
"Colima","2005","Mujeres","Abr",368
"Chiapas","2005","Mujeres","Abr",12
"Chihuahua","2005","Mujeres","Abr",11
"DistritoFederal","2005","Mujeres","Abr",22
"Durango","2005","Mujeres","Abr",271
"Guanajuato","2005","Mujeres","Abr",1862
"Guerrero","2005","Mujeres","Abr",1446
"Hidalgo","2005","Mujeres","Abr",20
"Jalisco","2005","Mujeres","Abr",2857
"Mexico","2005","Mujeres","Abr",344
"Michoacan","2005","Mujeres","Abr",1314
"Morelos","2005","Mujeres","Abr",1862
"Nayarit","2005","Mujeres","Abr",415
"NuevoLeon","2005","Mujeres","Abr",5
"Oaxaca","2005","Mujeres","Abr",248
"Puebla","2005","Mujeres","Abr",1081
"Queretaro","2005","Mujeres","Abr",236
"QuintanaRoo","2005","Mujeres","Abr",7
"SanLuisPotosi","2005","Mujeres","Abr",24
"Sinaloa","2005","Mujeres","Abr",282
"Sonora","2005","Mujeres","Abr",158
"Tabasco","2005","Mujeres","Abr",2
"Tamaulipas","2005","Mujeres","Abr",17
"Tlaxcala","2005","Mujeres","Abr",0
"Veracruz","2005","Mujeres","Abr",16
"Yucatan","2005","Mujeres","Abr",1
"Zacatecas","2005","Mujeres","Abr",144
"Total","2005","Mujeres","Abr",13149
"Aguascalientes","2006","Mujeres","Abr",153
"BajaCalifornia","2006","Mujeres","Abr",3
"BajaCaliforniaSur","2006","Mujeres","Abr",2
"Campeche","2006","Mujeres","Abr",1
"Coahuila","2006","Mujeres","Abr",4
"Colima","2006","Mujeres","Abr",450
"Chiapas","2006","Mujeres","Abr",12
"Chihuahua","2006","Mujeres","Abr",13
"DistritoFederal","2006","Mujeres","Abr",30
"Durango","2006","Mujeres","Abr",361
"Guanajuato","2006","Mujeres","Abr",2508
"Guerrero","2006","Mujeres","Abr",1800
"Hidalgo","2006","Mujeres","Abr",14
"Jalisco","2006","Mujeres","Abr",3386
"Mexico","2006","Mujeres","Abr",354
"Michoacan","2006","Mujeres","Abr",1676
"Morelos","2006","Mujeres","Abr",1736
"Nayarit","2006","Mujeres","Abr",485
"NuevoLeon","2006","Mujeres","Abr",13
"Oaxaca","2006","Mujeres","Abr",325
"Puebla","2006","Mujeres","Abr",1000
"Queretaro","2006","Mujeres","Abr",246
"QuintanaRoo","2006","Mujeres","Abr",7
"SanLuisPotosi","2006","Mujeres","Abr",25
"Sinaloa","2006","Mujeres","Abr",211
"Sonora","2006","Mujeres","Abr",184
"Tabasco","2006","Mujeres","Abr",2
"Tamaulipas","2006","Mujeres","Abr",20
"Tlaxcala","2006","Mujeres","Abr",4
"Veracruz","2006","Mujeres","Abr",19
"Yucatan","2006","Mujeres","Abr",1
"Zacatecas","2006","Mujeres","Abr",232
"Total","2006","Mujeres","Abr",15277
"Aguascalientes","2007","Mujeres","Abr",136
"BajaCalifornia","2007","Mujeres","Abr",1
"BajaCaliforniaSur","2007","Mujeres","Abr",9
"Campeche","2007","Mujeres","Abr",4
"Coahuila","2007","Mujeres","Abr",6
"Colima","2007","Mujeres","Abr",412
"Chiapas","2007","Mujeres","Abr",11
"Chihuahua","2007","Mujeres","Abr",17
"DistritoFederal","2007","Mujeres","Abr",34
"Durango","2007","Mujeres","Abr",390
"Guanajuato","2007","Mujeres","Abr",3058
"Guerrero","2007","Mujeres","Abr",2016
"Hidalgo","2007","Mujeres","Abr",15
"Jalisco","2007","Mujeres","Abr",3798
"Mexico","2007","Mujeres","Abr",348
"Michoacan","2007","Mujeres","Abr",1481
"Morelos","2007","Mujeres","Abr",2257
"Nayarit","2007","Mujeres","Abr",666
"NuevoLeon","2007","Mujeres","Abr",21
"Oaxaca","2007","Mujeres","Abr",354
"Puebla","2007","Mujeres","Abr",997
"Queretaro","2007","Mujeres","Abr",243
"QuintanaRoo","2007","Mujeres","Abr",5
"SanLuisPotosi","2007","Mujeres","Abr",32
"Sinaloa","2007","Mujeres","Abr",284
"Sonora","2007","Mujeres","Abr",251
"Tabasco","2007","Mujeres","Abr",3
"Tamaulipas","2007","Mujeres","Abr",17
"Tlaxcala","2007","Mujeres","Abr",2
"Veracruz","2007","Mujeres","Abr",16
"Yucatan","2007","Mujeres","Abr",4
"Zacatecas","2007","Mujeres","Abr",270
"Total","2007","Mujeres","Abr",17158
"Aguascalientes","2008","Mujeres","Abr",159
"BajaCalifornia","2008","Mujeres","Abr",3
"BajaCaliforniaSur","2008","Mujeres","Abr",8
"Campeche","2008","Mujeres","Abr",2
"Coahuila","2008","Mujeres","Abr",10
"Colima","2008","Mujeres","Abr",440
"Chiapas","2008","Mujeres","Abr",27
"Chihuahua","2008","Mujeres","Abr",26
"DistritoFederal","2008","Mujeres","Abr",38
"Durango","2008","Mujeres","Abr",336
"Guanajuato","2008","Mujeres","Abr",2615
"Guerrero","2008","Mujeres","Abr",2186
"Hidalgo","2008","Mujeres","Abr",21
"Jalisco","2008","Mujeres","Abr",3684
"Mexico","2008","Mujeres","Abr",453
"Michoacan","2008","Mujeres","Abr",1871
"Morelos","2008","Mujeres","Abr",2253
"Nayarit","2008","Mujeres","Abr",650
"NuevoLeon","2008","Mujeres","Abr",12
"Oaxaca","2008","Mujeres","Abr",382
"Puebla","2008","Mujeres","Abr",1115
"Queretaro","2008","Mujeres","Abr",318
"QuintanaRoo","2008","Mujeres","Abr",8
"SanLuisPotosi","2008","Mujeres","Abr",33
"Sinaloa","2008","Mujeres","Abr",283
"Sonora","2008","Mujeres","Abr",195
"Tabasco","2008","Mujeres","Abr",4
"Tamaulipas","2008","Mujeres","Abr",21
"Tlaxcala","2008","Mujeres","Abr",3
"Veracruz","2008","Mujeres","Abr",23
"Yucatan","2008","Mujeres","Abr",3
"Zacatecas","2008","Mujeres","Abr",256
"Total","2008","Mujeres","Abr",17438
"Aguascalientes","2009","Mujeres","Abr",111
"BajaCalifornia","2009","Mujeres","Abr",1
"BajaCaliforniaSur","2009","Mujeres","Abr",2
"Campeche","2009","Mujeres","Abr",3
"Coahuila","2009","Mujeres","Abr",17
"Colima","2009","Mujeres","Abr",309
"Chiapas","2009","Mujeres","Abr",20
"Chihuahua","2009","Mujeres","Abr",17
"DistritoFederal","2009","Mujeres","Abr",18
"Durango","2009","Mujeres","Abr",312
"Guanajuato","2009","Mujeres","Abr",1542
"Guerrero","2009","Mujeres","Abr",1808
"Hidalgo","2009","Mujeres","Abr",12
"Jalisco","2009","Mujeres","Abr",2969
"Mexico","2009","Mujeres","Abr",400
"Michoacan","2009","Mujeres","Abr",1532
"Morelos","2009","Mujeres","Abr",1817
"Nayarit","2009","Mujeres","Abr",462
"NuevoLeon","2009","Mujeres","Abr",10
"Oaxaca","2009","Mujeres","Abr",309
"Puebla","2009","Mujeres","Abr",943
"Queretaro","2009","Mujeres","Abr",219
"QuintanaRoo","2009","Mujeres","Abr",11
"SanLuisPotosi","2009","Mujeres","Abr",15
"Sinaloa","2009","Mujeres","Abr",293
"Sonora","2009","Mujeres","Abr",165
"Tabasco","2009","Mujeres","Abr",3
"Tamaulipas","2009","Mujeres","Abr",16
"Tlaxcala","2009","Mujeres","Abr",4
"Veracruz","2009","Mujeres","Abr",17
"Yucatan","2009","Mujeres","Abr",1
"Zacatecas","2009","Mujeres","Abr",178
"Total","2009","Mujeres","Abr",13536
"Aguascalientes","2010","Mujeres","Abr",96
"BajaCalifornia","2010","Mujeres","Abr",3
"BajaCaliforniaSur","2010","Mujeres","Abr",3
"Campeche","2010","Mujeres","Abr",11
"Coahuila","2010","Mujeres","Abr",15
"Colima","2010","Mujeres","Abr",363
"Chiapas","2010","Mujeres","Abr",23
"Chihuahua","2010","Mujeres","Abr",18
"DistritoFederal","2010","Mujeres","Abr",37
"Durango","2010","Mujeres","Abr",280
"Guanajuato","2010","Mujeres","Abr",1910
"Guerrero","2010","Mujeres","Abr",2133
"Hidalgo","2010","Mujeres","Abr",8
"Jalisco","2010","Mujeres","Abr",2513
"Mexico","2010","Mujeres","Abr",379
"Michoacan","2010","Mujeres","Abr",1493
"Morelos","2010","Mujeres","Abr",1760
"Nayarit","2010","Mujeres","Abr",465
"NuevoLeon","2010","Mujeres","Abr",11
"Oaxaca","2010","Mujeres","Abr",320
"Puebla","2010","Mujeres","Abr",1063
"Queretaro","2010","Mujeres","Abr",235
"QuintanaRoo","2010","Mujeres","Abr",5
"SanLuisPotosi","2010","Mujeres","Abr",13
"Sinaloa","2010","Mujeres","Abr",312
"Sonora","2010","Mujeres","Abr",137
"Tabasco","2010","Mujeres","Abr",5
"Tamaulipas","2010","Mujeres","Abr",12
"Tlaxcala","2010","Mujeres","Abr",3
"Veracruz","2010","Mujeres","Abr",13
"Yucatan","2010","Mujeres","Abr",4
"Zacatecas","2010","Mujeres","Abr",171
"Total","2010","Mujeres","Abr",13814
"Aguascalientes","2011","Mujeres","Abr",140
"BajaCalifornia","2011","Mujeres","Abr",3
"BajaCaliforniaSur","2011","Mujeres","Abr",5
"Campeche","2011","Mujeres","Abr",6
"Coahuila","2011","Mujeres","Abr",17
"Colima","2011","Mujeres","Abr",428
"Chiapas","2011","Mujeres","Abr",19
"Chihuahua","2011","Mujeres","Abr",12
"DistritoFederal","2011","Mujeres","Abr",34
"Durango","2011","Mujeres","Abr",419
"Guanajuato","2011","Mujeres","Abr",2225
"Guerrero","2011","Mujeres","Abr",2201
"Hidalgo","2011","Mujeres","Abr",10
"Jalisco","2011","Mujeres","Abr",2947
"Mexico","2011","Mujeres","Abr",493
"Michoacan","2011","Mujeres","Abr",1547
"Morelos","2011","Mujeres","Abr",2181
"Nayarit","2011","Mujeres","Abr",439
"NuevoLeon","2011","Mujeres","Abr",17
"Oaxaca","2011","Mujeres","Abr",295
"Puebla","2011","Mujeres","Abr",869
"Queretaro","2011","Mujeres","Abr",380
